Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Cambodia,KHM,2010,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,7.86
Cambodia,KHM,2005,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,20.18
Cambodia,KHM,2000,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,27.04
Cambodia,KHM,1995,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,33.19
Cambodia,KHM,1990,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,38.72
Cambodia,KHM,1985,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,43.72
Cambodia,KHM,1980,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,48.26
Cambodia,KHM,1975,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,52.36
Cambodia,KHM,1970,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,56.07
Cambodia,KHM,2010,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,7.38
Cambodia,KHM,2005,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,16.89
Cambodia,KHM,2000,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,22.22
Cambodia,KHM,1995,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,27.73
Cambodia,KHM,1990,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,32.77
Cambodia,KHM,1985,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,37.42
Cambodia,KHM,1980,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,41.7
Cambodia,KHM,1975,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,45.65
